"Papers_Title","Papers_Keywords","Papers_OfficialReview_list1_StrengthandWeakness","Papers_OfficialReview_list1_Rate","Papers_OfficialReview_list1_Confidence"
"On the mapping between Hopfield networks and Restricted Boltzmann Machines","Keywords: Hopfield Networks, Restricted Boltzmann Machines, Statistical Physics","Two knowledgeable reviewers were positive 7 and very positive 10 about this paper, considering it an important contribution that illuminates previously unknown aspects of two classic models, namely RBMs and Hopfield networks. They considered the work very well developed, theoretically interesting and also of potential practical relevance. A third reviewer initially expressed some reservations in regard to the inverse map from RBMs to HNs and the experiments. Following the authors' responses, which the reviewer found detailed and informative, he/she significantly raised his/her score to 7, also emphasizing that he/she hoped to see the paper accepted. With the unanimously positive feedback, I am recommending the paper to be accepted.","Two knowledgeable reviewers were positive 7 and very positive 10 about this paper, considering it an important contribution that illuminates previously unknown aspects of two classic models, namely RBMs and Hopfield networks. They considered the work very well developed, theoretically interesting and also of potential practical relevance. A third reviewer initially expressed some reservations in regard to the inverse map from RBMs to HNs and the experiments. Following the authors' responses, which the reviewer found detailed and informative, he/she significantly raised his/her score to 7, also emphasizing that he/she hoped to see the paper accepted. With the unanimously positive feedback, I am recommending the paper to be accepted.",""
"On the mapping between Hopfield networks and Restricted Boltzmann Machines","Keywords: Hopfield Networks, Restricted Boltzmann Machines, Statistical Physics","The paper demonstrates a mathematical equivalence between Hopfield nets and RBMs, and it shows how this connection can be leveraged for better training of RBMs.
What a great paper - well written, an enlightening mathematical connection between two well-known models that to my knowledge was not previously known. Hopfield nets and RBM's have been around for decades, and I don't think we've been aware of this connection, so it seems like a pretty important finding. The paper explores the utility of this connection by applying to an MNIST task. Interestingly, the connection yields important insights in both directions: stochastic sampling in an RBM is faster than Hopfield due to a smaller matrix and parallel layer wise updates, whereas initializing an RBM with the projection rule from Hopfield allows it to find a better solution faster.
I really enjoyed reading the paper, I learned something new, and I think others will too! It is an important advance in our understanding of Hopfield nets and RBMs.","10: Top 5% of accepted papers, seminal paper","4: The reviewer is confident but not absolutely certain that the evaluation is correct"
"On the mapping between Hopfield networks and Restricted Boltzmann Machines","Keywords: Hopfield Networks, Restricted Boltzmann Machines, Statistical Physics","This paper considers a mapping between the well known Hopfield Neural Networks and Restricted Boltzmann Machines. In contrast with previous literature that consider the case where the patterns / data features to memorize were uncorrelated, the authors extend the mapping to arbitrarily correlated patterns, which allows to consider much more realistic settings. The mapping is computationally speaking relatively cheap. This mapping is shown to allow for significantly better initialization (than random) of the weights of a RBM, in the sense that the training is then much faster to reach comparable generative and/or generalization performance. In this sense the mapping is not only interesting from a theoretical point of view, but also practically. This paper should be considered as an applied one, as there is no real analytic theory of why this mapping helps the learning, but the experiments are well carried: the boost in learning is demonstrated through experiments in MNIST data, and the results are well explained and convincing. The appendices are also well written and are a good addition to the main part. Overall the paper is well written (the paper can be used by non-specialists also as introduction to Hopfield NNs and RBMs), the results are interesting and relevant to the ML community, the paper can be read without much effort. Even if RBM are not anymore state-ot-the art generative models, the results are encouraging and might lead to future improvements in more modern architectures. I have no specific concern. The paper is overall very well written. The paper is slightly incremental as similar mappings were known, but it remains a relevant contribution, and the aspect of using this mapping as a way to boost learning in RBM seems new, and interesting. I recommend publication after slight corrections, see below.
Typos and corrections: _text below (1): J=1/N Xi^T Xi^T ->1/N Xi Xi^T _(3): please detail the last equality _(8) is true only for the lambda that verify the fixed point / saddle point equations: please mention it _below (11): the p the columns of -> the p columns of _(12): please explain what is GL_p(R) _""At the other end, 0 ≪ 10k/N < 1, ..."" : Any x > 0 is >> 0, so please be more precise _Above Fig 3: ""appear qualitatively similar"" : this is not obvious...","7: Good paper, accept","4: The reviewer is confident but not absolutely certain that the evaluation is correct"
"On the mapping between Hopfield networks and Restricted Boltzmann Machines","Keywords: Hopfield Networks, Restricted Boltzmann Machines, Statistical Physics","Summary
This paper shows a relationship between the project rule weights of a Hopfield network (HN) and the interaction weights in a corresponding restricted Boltzmann machine (RBM). The mapping from HN to RBM is facilitated by realising that the partition function of BN can be seen as the partition function of a binary-continuous (Bernoulli-Gaussian) RBM. The authors comments on the mapping from RBM to BN. The experiments show the advantages of training RBM with weights initialised from BN projection weights in generation and classification.
Strong points:
I am not familiar with the literature, but the results seem new to me.
The experiments show advantages of BN initialisation, pointing to new directions of improving RBM training.
The paper is fairly clearly written.
Weak points
The HN -> RBM mapping is quite clear, but the reverse RBM -> HN mapping is not very well established, and there are no experiments showing how effective the approximate reverse mapping works on associative memory tasks typical for HNs. I also believe this lowers the impact of this paper, given that the forward mapping is based on a simple revelation.
The authors' description of the experimental results are not accurate enough. and the results raise several questions to be addressed.
Recommendation
I'm in favour of rejection, but some concerns can be addressed fairly easily (with experiments) so I'm open to raising my score if questions are well-addressed.
Issues and questions to address
The authors should provide experiments on the reverse mapping as suggested above.
I do not agree that figure 3 shows that RBM training ""simply 'fine tunes'"" the weights -- the difference is quite stark. How about increasing the batch size so that there is little SGD noise?
Figure 4a: traces are cut-off just when random initialization is catching up with HN initialization. This also applies to Figure 5.
There are a few descriptions suggesting ""HN init. appears to train much faster than random init"". However, the rate of increase in of likelihood in Figure 4 is shallower for HN than for rand init. Is the advantage only at the 0'th RBM epoch?
The author only compared with purely random initialisation, which is perhaps the most naive baseline. I would suggest comparing to a (slightly) more clever initialisation, perhaps PCA or something better (those mappings in previous work the authors cited and in Appendix B). Or, the authors could also initialise the RBM by first training it on the within-class cluster centres (using a very large number of sleep samples for the sleep-phase) which may also be a more fair comparison?
In the classification objective, if I understand correctly, the feature function is essentially quadratic in the input patterns. Should there be an ideal test error that is computed by a quadratic neural network trained with supervision by backpropagation? If the HN classifier (blue in Figure 5) is approaching this idealization, then this will strengthen the claim.
The discussion on the extension to more generic, deep architectures is not well supported, and I do not see the extension to be so straightforward given the content of the current paper. In generation, supervised labels and clustering are used to simplify learning. Is the network able to learn just on the MNIST digits, even for the real images within a single class (e.g. ""7"")?
Can the authors try to characterise whether the HN initialisation is related to log-likelihood training? I wonder if there is any interesting theory; otherwise, measuring model performance by log-likelihood seems a bit arbitrary (though it makes the comparison to contrastive divergence easier).
Detailed suggestions (not to affect decision)
Reference to RBMs should include more historic ones from Hinton (e.g. 2006)
I do not see the purpose of (7) and (8), and they are only referred to in the Appendix (the review content in the Appendix is informative by itself though).
Eqn (11), should it be
wμwμT
in the sum?
Third line above (16), should
H
and
Z
be indexed by
μ
?
Line above (D.4),
WWT=…BpT
?
==== update ====
I thank the authors for providing such detailed response. All my concerns are addressed and reflected in the revision (though some are much better done than the rest). I congratulate the authors on their spirit of maintaining a high standard on the theory, experiments and descriptions, and therefore significantly raise my score. I hope to see this paper accepted.","7: Good paper, accept","4: The reviewer is confident but not absolutely certain that the evaluation is correct"
"Complex Query Answering with Neural Link Predictors","Keywords: neural link prediction, complex query answering","I haven't read through your paper in detail yet - it looks very interesting! - but our NeurIPS paper https://arxiv.org/abs/2004.03658 is quite related - we also compared to Query2Box, and we also were able to get good performance by training only on simple queries.","",""
"Complex Query Answering with Neural Link Predictors","Keywords: neural link prediction, complex query answering","I am a researcher that is interested in the area of complex query answering. However, the descriptions of the experiments are so vague that it is hard to reproduce the experiment according to the paper only. So I have to ask some questions here about the experimental settings and evaluation details.
Generally, the paper said only the atomic queries are used to train the model. What are atomic queries? Are they 1-projection queries? If the model is only trained on 1-projection queries, it is basically training a link predictor. Then why you describe two optimization methods for complex queries? This is really confusing. Or actually, the model was trained on multiple complex query types?
What is your inference method for your model? It seems that your model can be optimized in two ways as mentioned in the paper. But during the inference time, only the beam search method can be used to do inference. My question is whether both CQD-CO and CQD-Beam models are evaluated by the Beam search method.
Why not just use a pre-trained link predictor? It seems that a pre-trained link predictor can be also used to do inference by using beam search. Also, I think this might be the most appropriate baseline to evaluate the effectiveness of both optimization methods.
Although I am really confused by some descriptions in the paper, I really think this is a great paper. Because it points out an important new direction of solving complex query answering.
Will you release the code for the experiments?","",""
"Complex Query Answering with Neural Link Predictors","Keywords: neural link prediction, complex query answering","The reviewers unanimously agree that this paper is a strong accept; it makes important progress in developing our ability to query relational embedding models.","The reviewers unanimously agree that this paper is a strong accept; it makes important progress in developing our ability to query relational embedding models.",""
"Complex Query Answering with Neural Link Predictors","Keywords: neural link prediction, complex query answering","Summary: This paper proposes Continuous Query Decomposition (CQD) a novel method for evaluating complex queries over incomplete KGs. Each variable of a logical query (involving existential quantifiers, conjunctions and disjunctions) is mapped to an embedding. A link predictor, trained on single edge prediction, is used to score the atomic query involving the variable. The full query is evaluated using continuous versions of the logical operators and gradient-based or combinatorial optimization. Evaluating complex logical queries on (necessarily incomplete) KGs and other graph-structured data is an important problem for data mining purposes. The paper proposes an elegant and effective method.
Strong points Elegant, efficient solution. SOTA results. Provides aspects of explainability, although this could be discussed and illustrated better.
Detailed comments
What is particularly important/challenging about EPFO queries, beyond existential and conjunctive ones? Obviously it is an extension that covers more FOL, but a qualitative discussion would help the reader, particularly with respect to applications to KGs.
Could you talk more, give more insights about the 8 complex queries types? Why are they important?
The query “What international organisations contain the country of nationality of Thomas Aquinas?” sounds really artificial. Maybe there is a better example involving entities and relations, similar to the drugs one?
Could you say a bit more with respect to how the KG incompleteness is accounted for in the evaluation?
The paper mentions “.. in many complex domains, an open challenge is developing techniques for answering complex queries involving multiple and potentially unobserved edges, entities, and variables, rather than just single edges.” It would be great to articulate this more for sake of providing context and motivation.","9: Top 15% of accepted papers, strong accept","2: The reviewer is willing to defend the evaluation, but it is quite likely that the reviewer did not understand central parts of the paper"
"Complex Query Answering with Neural Link Predictors","Keywords: neural link prediction, complex query answering","The paper aims to answer complex queries on knowledge graphs. Different from previous methods that aim to embed the queries, the method views the query answering problem as an optimization / search problem where the goal is to find the most plausible entities on the reasoning path. The merits are that the method only needs to train on 1 hop path queries (link prediction), saving the effort of training on complex queries as in previous work, and proposes two solutions, which both achieve nice results on standard multi-hop reasoning benchmarks. It also demonstrates interpretability of the model by showing some examples of the intermediate entities found in the reasoning path when answering a complex multi-hop query.
I think the paper is clear and easy to follow. I have some questions regarding the two methods. For the first method, continuous optimization in sec 3.1, what is the difference between this method and the previous works GQE, Q2B, etc. apart from different neural link predictors? Especially for path queries, e.g., given a two hop query,
(Obama,BornIn,V1)∧(V1,CapitalOf,V2)
, then the optimal
eV1
will be
eObama+eBornIn
, because the distance will be 0, and
ϕp
will be 1 (here it assumes TransE model, and of course it can be generalized to DisMult, ComplEx, etc.). Then the first formulation is in essence very much similar to GQE, because GQE/Q2B also models
eV1
in the exact same way and the difference only lies in (1) you use ComplEx (2) t-norm modeling of conjunction? However, it seems that t-norm demonstrates less expressiveness for modeling conjunction because both GQE/Q2B models conjunction using a MLP with additional learnable parameters, which can also approximate t-norm and even be more adaptive depending on the training queries/KG. For the second method, the time complexity seems exponential with respect to the number of hops. For a m hop query, and each step you keep the top-k, then do you end up with
km
entities?
Additional questions:
How did you calibrate the output of ComplEx so that
ϕp(es,eo)
is in [0,1]? Better to add more details on neural link predictors.
Some ablation studies that use different t-norm and t-conorm other than the Godel and product may make the argument stronger.
There exists a tradeoff between the inference time and training queries. For GQE/Q2B, they can leverage complex queries to train the conjunction operator (MLP), so that during inference, there is no need to do any optimization. But for the proposed method, it saves the effort of training on complex queries, however, during inference, the method needs an online optimization process to instantiate the variables on the path. Especially for CQD-CO, the authors mention that they need to optimize online for 1000 iterations, which is too expensive for answering a query. Can you list the inference time of both models (continuous, combinatorial) and compare it with GQE/Query2box?
For 1p performance, it is equivalent to the performance of ComplEx on link prediction right?
The table 3 is confusing, why are the numbers (e.g., 5.5, 46.76) larger than 1, I think the model normalized the output of
ϕ
to [0,1]?
The proposed two optimization methods are independent of neural link predictors. Can you use the same neural link predictor for your models and GQE for fair comparison? You can train a TransE model for the neural link predictor, and accordingly define
ϕp
, then it will be clear to show whether the gain comes from a different neural link predictor (TransE vs ComplEx), or comes from the t-norm and the two optimization methods. And of course another choice is the other way around, e.g., use the ComplEx version of GQE and make the same comparison.
Minor points to fix:
In the method section, bold
e
denotes vector embedding while normal
e
denotes a logic formula, which is subtle and confusing. Authors can change the notation of one of them.
Also, the notation
eij
is abused, in Eq. 2, it represents a logic formula, however, in Eq. 3, it represents the output of
ϕp
, which is a scalar.","6: Marginally above acceptance threshold","5: The reviewer is absolutely certain that the evaluation is correct and very familiar with the relevant literature"
"Complex Query Answering with Neural Link Predictors","Keywords: neural link prediction, complex query answering","The proposed two optimization methods are independent of neural link predictors. Can you use the same neural link predictor for your models and GQE for fair comparison?
We just updated our submission with additional experiments on adopting DistMult rather than ComplEx as the underlying neural link prediction model - results are available in the appendix (Sect. C). We find that results with DistMult are slightly less accurate than with Complex, as we expected, while still more accurate than the GQE and Q2B baselines.
A bilinear interaction model similar to DistMult was also considered as a projection operator by GQE, with significantly less accurate results. We believe that our improvements in terms of accuracy can be attributed not just to the use of a competitive neural link predictor, but also to the compositional nature of our model, which allows it to generalise from atomic to complex queries thanks to the use of t-norms and t-conorms.","",""
